prez,nom
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.31
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.32
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.2,0.3
0.2,0.3
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.31
0.2,0.31
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.31
0.2,0.3
0.2,0.3
0.2,0.3
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.31
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.3
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.29
0.21,0.3
0.21,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.3
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.2,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.29
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
0.19,0.3
